specimen	species	location	country	insecticide	concentration	exposure_time	phenotype	plate
EA18-0066	arabiensis	Moshi	Tanzania	Delta	0.5	60	dead	TZ18_Plate03
EA18-0067	arabiensis	Moshi	Tanzania	Delta	0.5	60	dead	TZ18_Plate03
EA18-0068	arabiensis	Moshi	Tanzania	Delta	0.5	60	dead	TZ18_Plate03
EA18-0069	arabiensis	Moshi	Tanzania	Delta	0.5	60	dead	TZ18_Plate03
EA18-0070	arabiensis	Moshi	Tanzania	Delta	0.5	60	dead	TZ18_Plate03
EA18-0071	arabiensis	Moshi	Tanzania	Delta	0.5	60	dead	TZ18_Plate03
EA18-0072	arabiensis	Moshi	Tanzania	Delta	0.5	60	dead	TZ18_Plate03
EA18-0073	arabiensis	Moshi	Tanzania	Delta	0.5	60	dead	TZ18_Plate03
EA18-0074	arabiensis	Moshi	Tanzania	Delta	0.5	60	dead	TZ18_Plate03
EA18-0075	arabiensis	Moshi	Tanzania	Delta	0.5	60	dead	TZ18_Plate03
EA18-0076	arabiensis	Moshi	Tanzania	Delta	0.5	60	dead	TZ18_Plate03
EA18-0077	arabiensis	Moshi	Tanzania	Delta	0.5	60	dead	TZ18_Plate03
EA18-0078	arabiensis	Moshi	Tanzania	Delta	0.5	60	dead	TZ18_Plate03
EA18-0079	arabiensis	Moshi	Tanzania	Delta	0.5	60	dead	TZ18_Plate03
EA18-0080	arabiensis	Moshi	Tanzania	Delta	0.5	60	dead	TZ18_Plate03
EA18-0081	arabiensis	Moshi	Tanzania	Delta	0.5	60	dead	TZ18_Plate03
EA18-0082	arabiensis	Moshi	Tanzania	Delta	0.5	60	dead	TZ18_Plate03
EA18-0083	arabiensis	Moshi	Tanzania	Delta	0.5	60	dead	TZ18_Plate03
EA18-0084	arabiensis	Moshi	Tanzania	Delta	0.5	60	dead	TZ18_Plate03
EA18-0085	arabiensis	Moshi	Tanzania	Delta	0.5	60	dead	TZ18_Plate03
EA18-0086	arabiensis	Moshi	Tanzania	Delta	0.5	60	dead	TZ18_Plate03
EA18-0087	arabiensis	Moshi	Tanzania	Delta	0.5	60	dead	TZ18_Plate03
EA18-0088	arabiensis	Moshi	Tanzania	Delta	0.5	60	dead	TZ18_Plate03
EA18-0089	arabiensis	Moshi	Tanzania	Delta	0.5	60	dead	TZ18_Plate03
EA18-0090	arabiensis	Moshi	Tanzania	Delta	0.5	60	dead	TZ18_Plate03
EA18-0091	arabiensis	Moshi	Tanzania	Delta	0.5	60	dead	TZ18_Plate03
EA18-0092	arabiensis	Moshi	Tanzania	Delta	0.5	60	dead	TZ18_Plate03
EA18-0093	arabiensis	Moshi	Tanzania	Delta	0.5	60	dead	TZ18_Plate03
EA18-0094	arabiensis	Moshi	Tanzania	Delta	0.5	60	dead	TZ18_Plate03
EA18-0095	arabiensis	Moshi	Tanzania	Delta	0.5	60	dead	TZ18_Plate03
EA18-0096	arabiensis	Moshi	Tanzania	Delta	0.5	60	dead	TZ18_Plate03
EA18-0097	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0098	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0099	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0100	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0101	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0102	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0103	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0104	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0105	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0106	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0107	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0108	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0109	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0110	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0111	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0112	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0113	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0114	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0115	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0116	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0117	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0118	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0119	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0120	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0121	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0122	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0123	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0124	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0125	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0126	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0127	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0128	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0129	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0130	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0131	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0132	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0133	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0134	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0135	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0136	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0137	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0138	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0139	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0140	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0141	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0142	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0143	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0144	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0145	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0146	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0147	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0148	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0149	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0150	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0151	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0152	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0153	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0154	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0155	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0156	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0157	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0158	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0159	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0160	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0161	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0162	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0163	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0164	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0165	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0166	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0167	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0168	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0169	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0170	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0171	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0172	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0173	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0174	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0175	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0176	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0177	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0178	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0179	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0180	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0181	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0182	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0183	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0184	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0185	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0186	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0187	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0188	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0189	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0190	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0191	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0192	arabiensis	Moshi	Tanzania	Delta	2.5	60	alive	TZ18_Plate04
EA18-0193	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0194	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0195	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0196	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0197	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0198	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0199	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0200	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0201	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0202	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0203	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0204	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0205	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0206	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0207	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0208	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0209	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0210	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0211	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0212	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0213	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0214	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0215	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0216	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0217	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0218	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0219	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0220	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0221	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0222	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0223	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0224	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0225	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0226	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0227	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0228	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0229	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0230	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0231	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0232	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0233	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0234	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0235	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0236	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0237	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0238	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0239	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0240	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0241	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0242	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0243	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0244	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0245	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0246	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0247	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0248	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0249	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0250	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0251	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0252	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0253	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0254	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0255	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0256	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0257	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0258	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0259	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0260	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0261	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0262	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0263	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0264	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0265	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0266	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0267	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0268	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0269	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0270	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0271	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0272	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0273	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0274	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0275	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0276	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0277	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0278	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0279	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0280	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0281	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0282	None	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0283	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0284	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0285	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0286	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0287	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0288	arabiensis	Moshi	Tanzania	PM	0.5	60	dead	TZ18_Plate05
EA18-0289	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0290	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0291	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0292	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0293	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0294	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0295	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0296	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0297	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0298	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
EA18-0299	arabiensis	Moshi	Tanzania	PM	1	60	alive	TZ18_Plate06
